street,city,size,price,first_seen,site,type,open
Havikstraat,utrecht,30.0,850.00,2019-02-07 16:03:43.104686+00:00,huurwoningen,Appartement (Portiekflat),False
Van Koetsveldstraat,utrecht,12.0,400.00,2019-02-13 16:02:02.099692+00:00,huurwoningen,Kamer (Kamer),True
Van Egmondkade,utrecht,45.0,1195.00,2019-02-13 16:02:39.806282+00:00,huurwoningen,Appartement (Galerijflat),True
Hunzestraat,amsterdam,85.0,1250.00,2019-02-07 16:00:55.828263+00:00,huurwoningen,Appartement (Galerijflat),False
Burgemeester Reigerstraat,utrecht,80.0,1150.00,2019-01-10 00:27:19.929443+00:00,parius,Ligbad,False
Admiraal De Ruijterweg,amsterdam,35.0,1200.00,2019-02-07 16:00:44.357910+00:00,huurwoningen,Appartement (Portiekflat),False
Ripperdapark,haarlem,58.0,1095.00,2018-12-30 17:04:47.689665+00:00,huurwoningen,Appartement (Galerijflat),False
Madurastraat,amsterdam,29.0,1250.00,2019-02-12 22:50:10.176638+00:00,parius,Vloerbedekking: Hout,True
Groenhoven,amsterdam,90.0,1200.00,2019-02-07 16:00:36.904293+00:00,huurwoningen,Appartement (Bovenwoning),False
Frans Halsstraat,amsterdam,100.0,1250.00,2019-02-07 16:01:07.249857+00:00,huurwoningen,Appartement (Portiekflat),False
Madurastraat,amsterdam,29.0,1250.00,2019-02-07 16:00:22.422340+00:00,huurwoningen,Appartement (Galerijflat),False
Bekkerstraat,utrecht,70.0,975.00,2018-12-30 17:14:44.761925+00:00,huurwoningen,Appartement (Benedenwoning),True
Biltstraat,utrecht,39.0,1153.00,2019-02-07 16:04:36.747373+00:00,huurwoningen,Appartement (Galerijflat),False
Pieterstraat,utrecht,32.0,995.00,2019-01-24 09:04:12.572183+00:00,parius,Vloerbedekking: Kunststof,True
Saenredamstraat,haarlem,60.0,1200.00,2019-02-12 23:03:29.155171+00:00,parius,Tuin,True
Abel Tasmanstraat,utrecht,25.0,800.00,2019-02-07 16:04:25.286486+00:00,huurwoningen,Appartement (Galerijflat),False
Oudezijds Voorburgwal,amsterdam,35.0,1200.00,2019-02-20 16:00:31.181882+00:00,huurwoningen,Appartement (Portiekflat),True
Weerdsingel W.Z.,utrecht,50.0,1150.00,2019-02-07 16:04:11.830150+00:00,huurwoningen,Appartement (Portiekflat),False
Newtonstraat,amsterdam,16.0,752.00,2019-02-20 16:00:38.618586+00:00,huurwoningen,Kamer (Kamer),True
Abel Tasmanstraat,utrecht,18.0,550.00,2019-02-07 16:04:46.421443+00:00,huurwoningen,Kamer (Kamer),False
Lochem,amsterdam,59.0,419.00,2019-02-24 16:03:23.253679+00:00,jaap,Woon-/winkelpand,True
Amsterdamsestraatweg,utrecht,16.0,625.00,2019-01-04 02:21:57.215757+00:00,parius,Parkeergelegenheid,False
Ruys de Beerenbrouckstraat,amsterdam,60.0,1150.00,2019-02-16 18:04:29.741581+00:00,parius,Begane grond,True
Vredesteeg,utrecht,60.0,1250.00,2019-01-04 02:22:17.626913+00:00,parius,Begane grond,True
Balderikstraat,utrecht,85.0,1195.00,2018-12-30 17:17:59.484805+00:00,huurwoningen,Huis (Eengezinswoning),False
Melissekade,utrecht,90.0,875.00,2018-12-30 17:10:26.728881+00:00,huurwoningen,Appartement (Portiekflat),False
Berkelstraat 1 -h,amsterdam,51.0,825.00,2019-02-10 16:03:04.345193+00:00,jaap,Benedenwoning,False
Ottho Heldringstraat 348,amsterdam,77.0,1085.00,2019-02-10 16:03:23.816372+00:00,jaap,,False
Tweede Atjehstraat,amsterdam,45.0,1250.00,2019-02-09 16:00:22.784033+00:00,huurwoningen,Appartement (Bovenwoning),True
Professor Van der Scheerstraat,haarlem,76.0,1050.00,2019-02-12 23:03:56.556921+00:00,parius,Vloerbedekking: Laminaat,True
Korte Wijngaardstraat,haarlem,40.0,1150.00,2019-02-09 16:01:54.258179+00:00,huurwoningen,Appartement (Portiekflat),True
Schinkelkade,amsterdam,70.0,1234.00,2019-01-01 22:23:28.998944+00:00,parius,Apart toilet,True
James Wattstraat,amsterdam,50.0,1180.00,2019-01-01 22:39:27.750250+00:00,parius,Parkeergelegenheid,True
Operettelaan 39,utrecht,120.0,1060.00,2019-02-25 16:05:50.032841+00:00,jaap,Appartement,True
Oude Kerkstraat,utrecht,40.0,1250.00,2019-02-16 18:43:39.483989+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten",True
Musketierlaan,utrecht,40.0,900.00,2019-02-16 18:45:03.149365+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet, Televisie",True
Sandenburg,haarlem,63.0,1195.00,2019-02-07 16:02:42.020683+00:00,huurwoningen,Appartement (Bovenwoning),True
Musicallaan 313,utrecht,109.0,1010.00,2019-02-25 16:06:00.209746+00:00,jaap,Appartement,True
Nieuwegracht 28,utrecht,248.0,1175.00,2019-02-10 16:04:58.819468+00:00,jaap,Bedrijfsruimte,True
Raamvest,haarlem,26.0,635.00,2019-02-12 23:04:28.905907+00:00,parius,Exclusief,True
Waldecklaan,hilversum,20.0,590.00,2019-02-16 19:13:35.648797+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten",True
Oude Torenstraat,hilversum,60.0,1175.00,2019-02-16 19:16:03.950867+00:00,parius,Airconditioning,True
Twijnstraat,utrecht,45.0,1250.00,2019-02-20 16:01:44.014949+00:00,huurwoningen,Appartement (Portiekflat),True
Pieterstraat,utrecht,32.0,995.00,2019-02-20 16:01:56.475386+00:00,huurwoningen,Appartement (Studio),True
Gansstraat,utrecht,33.0,925.00,2019-02-20 16:02:06.965243+00:00,huurwoningen,Appartement (Galerijflat),True
Merelstraat,utrecht,25.0,850.00,2019-02-20 16:02:13.746917+00:00,huurwoningen,Appartement (Galerijflat),True
Maria Theresiadreef,utrecht,137.0,1175.00,2018-12-30 21:46:19.415754+00:00,jaap,Eengezinswoning,True
Lucasbolwerk,utrecht,40.0,1000.00,2019-02-12 23:22:40.912972+00:00,parius,Vloerbedekking: Laminaat,True
Biltstraat,utrecht,66.0,1250.00,2019-02-20 16:02:30.447057+00:00,huurwoningen,Appartement (Galerijflat),True
Johan de Meesterstraat,utrecht,60.0,1135.00,2019-02-16 16:06:32.265777+00:00,jaap,Appartement,True
Vosmaerstraat 13,utrecht,50.0,1250.00,2019-01-08 19:25:09.284444+00:00,jaap,Woning,True
Minckelersstraat,hilversum,1.0,500.00,2019-02-25 16:07:32.368473+00:00,jaap,Appartement,True
Pieter Langendijkstraat,amsterdam,30.0,900.00,2019-02-25 16:11:38.393414+00:00,kamernet,Kamer,True
Orinocodreef,utrecht,120.0,1050.00,2019-02-16 18:46:20.228727+00:00,parius,Tuin,True
H.j. Schimmelplein,utrecht,25.0,750.00,2019-02-25 16:09:25.943839+00:00,huurstunt,Appartement,True
Brinkweg,hilversum,67.0,1100.00,2019-02-05 23:45:52.301342+00:00,parius,Ligbad,True
Geuzenweg,hilversum,30.0,610.00,2019-02-20 16:03:41.570487+00:00,huurwoningen,Appartement (Benedenwoning),True
Minckelersstraat,hilversum,1000.0,500.00,2019-02-25 16:10:41.531153+00:00,huurstunt,Appartement,True
Van Der Mondestraat,utrecht,50.0,950.00,2019-02-25 16:09:45.464599+00:00,huurstunt,Appartement,True
Schoutenstraat,hilversum,40.0,895.00,2019-02-13 16:03:34.092121+00:00,huurwoningen,Appartement (Galerijflat),True
Palmstraat,utrecht,55.0,1025.00,2019-02-23 18:00:42.329215+00:00,kamernet,Appartement,True
Oudegracht,utrecht,60.0,1150.00,2019-02-16 18:47:14.022401+00:00,parius,Aparte douche,True
Havendwarsstraat,hilversum,40.0,895.00,2019-02-06 16:18:54.365824+00:00,jaap,Bovenwoning,True
Jan van der Heijdenstraat,hilversum,60.0,1100.00,2019-02-12 23:54:47.420829+00:00,parius,Parkeergelegenheid,True
Bosdrift,hilversum,30.0,549.00,2019-02-25 16:12:24.939307+00:00,kamernet,Kamer,True
Oude Torenstraat,hilversum,125.0,1100.00,2019-02-13 16:03:20.600140+00:00,huurwoningen,Appartement (Portiekflat),True
Catharijnesingel,utrecht,50.0,1150.00,2019-01-24 09:01:01.731037+00:00,parius,Berging,True
Fortunadreef,utrecht,67.0,1195.00,2019-01-24 09:03:51.075029+00:00,parius,Vloerbedekking: Laminaat,False
Aartsbisschop Romerostraat,utrecht,69.0,1250.00,2019-01-24 09:03:22.509465+00:00,parius,Vloerbedekking: Laminaat,False
Tjeerdsraklaan,utrecht,25.0,850.00,2019-02-23 18:02:00.836076+00:00,kamernet,Studio,True
Pijnenburg,utrecht,113.0,1025.00,2018-12-30 22:07:31.558810+00:00,jaap,Eengezinswoning,True
Oudegracht,utrecht,50.0,1050.00,2019-01-24 09:00:11.538424+00:00,parius,Vloerbedekking: Laminaat,True
Steenstraat,utrecht,45.0,1225.00,2019-01-11 09:10:29.792628+00:00,parius,Aparte douche,False
Jan van der Heijdenstraat,hilversum,15.0,600.00,2019-02-23 18:02:32.317180+00:00,kamernet,Kamer,True
Slotlaan,utrecht,25.0,580.00,2019-02-23 18:02:07.302257+00:00,kamernet,Kamer,True
Korte Geuzenstraat,amsterdam,28.0,1250.00,2019-01-29 23:08:04.476523+00:00,parius,Exclusief,False
Van Noordtkade,amsterdam,50.0,1250.00,2019-01-29 23:12:40.647870+00:00,parius,Vloerbedekking: Laminaat,False
Victor van Vrieslandstraat,haarlem,50.0,1095.00,2019-01-29 23:19:49.885598+00:00,parius,Apart toilet,True
Spaarnwouderstraat,haarlem,47.0,1035.00,2019-01-29 23:20:21.682772+00:00,parius,Exclusief,True
Othellodreef,utrecht,50.0,1050.00,2019-01-04 21:24:18.231122+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet, Televisie",True
Lijsterstraat,utrecht,38.0,1150.00,2019-01-29 23:34:34.912702+00:00,parius,Airconditioning,True
Struyckenlaan,utrecht,75.0,1080.00,2019-01-04 21:25:59.874829+00:00,parius,Vloerbedekking: Laminaat,True
Amsterdamsestraatweg,utrecht,80.0,1250.00,2019-01-10 00:27:40.354931+00:00,parius,Vloerbedekking: Laminaat,True
Ferdinand Bolstraat,amsterdam,48.0,1250.00,2019-01-24 08:36:56.835165+00:00,parius,Vloerbedekking: Laminaat,True
Lodewijk Tripstraat,amsterdam,30.0,1195.00,2019-01-24 08:38:34.342625+00:00,parius,Exclusief,True
Schoolstraat,utrecht,45.0,900.00,2019-02-20 16:07:04.188112+00:00,jaap,Appartement,True
Kapteynlaan,utrecht,69.0,1150.00,2019-02-20 16:07:13.356539+00:00,jaap,Appartement,True
Dijkstraat,haarlem,35.0,1200.00,2019-02-20 16:06:02.583844+00:00,jaap,Benedenwoning,True
Huygensstraat,hilversum,22.0,525.00,2019-02-20 16:04:01.571082+00:00,huurwoningen,Kamer (Kamer),True
J M Kemperstraat,utrecht,51.0,1000.00,2019-02-20 16:07:28.510550+00:00,jaap,Bovenwoning,True
Osdorper Ban 893,amsterdam,112.0,1185.00,2019-02-20 16:04:54.198468+00:00,jaap,Appartement,True
Biltstraat,utrecht,48.0,1175.00,2019-02-20 16:07:35.784800+00:00,jaap,Appartement,True
Biltstraat,utrecht,34.0,1000.00,2019-02-20 16:07:44.926393+00:00,jaap,Kamer,True
Oudenoord,utrecht,46.0,1200.00,2019-02-20 16:06:54.877684+00:00,jaap,Bovenwoning,True
Hooft Graaflandstraat,utrecht,29.0,850.00,2019-01-08 09:03:40.927293+00:00,parius,Apart toilet,True
Koninginneweg,hilversum,16.0,495.00,2019-02-16 19:14:01.015900+00:00,parius,Vloerbedekking: Laminaat,True
Gasthuislaan,haarlem,45.0,1225.00,2019-01-01 22:55:49.696402+00:00,parius,Tuin,True
Jeruzalemstraat,utrecht,55.0,1200.00,2019-02-20 16:08:04.254286+00:00,jaap,Bovenwoning,True
Johannes Uitenbogaertstraat,utrecht,56.0,900.00,2019-02-20 16:08:36.804136+00:00,jaap,Benedenwoning,True
Oudegracht,utrecht,30.0,595.00,2019-02-20 16:08:12.383261+00:00,jaap,Woning,True
Koninginneweg 40 C,hilversum,0.0,1250.00,2019-02-20 16:10:24.404457+00:00,jaap,Appartement,True
Ruys De Beerenbrouckstraat,amsterdam,60.0,1150.00,2019-02-20 16:11:39.087365+00:00,huurstunt,Appartement,True
Von Kleistlaan,utrecht,65.0,1250.00,2019-01-04 21:18:28.930985+00:00,parius,Aparte douche,True
Dadelstraat,utrecht,35.0,800.00,2019-01-04 21:19:00.366938+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet",False
Da Costastraat,amsterdam,40.0,1150.00,2019-02-20 16:11:28.871746+00:00,huurstunt,Appartement,True
Oudwijkerlaan,utrecht,40.0,1250.00,2019-01-04 21:11:10.395566+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Internet, Televisie",True
Bogortuin,amsterdam,37.0,1250.00,2019-02-20 16:11:47.293257+00:00,huurstunt,Appartement,True
Lia Doranastraat,amsterdam,50.0,900.00,2019-02-20 16:11:57.471345+00:00,huurstunt,Appartement,True
Valetonlaan,utrecht,76.0,1095.00,2019-02-20 16:13:13.461804+00:00,huurstunt,Appartement,True
Europaplein,utrecht,50.0,1077.00,2019-01-04 21:23:08.876698+00:00,parius,Exclusief,True
Twijnstraat,utrecht,45.0,1250.00,2019-02-20 16:13:25.781432+00:00,huurstunt,Appartement,True
Nieuwe Koekoekstraat,utrecht,31.0,855.00,2019-02-12 23:20:45.442560+00:00,parius,Berging,True
Kerkstraat,utrecht,45.0,995.00,2019-02-20 16:13:39.974054+00:00,huurstunt,Appartement,True
Julianaweg,utrecht,40.0,735.00,2019-02-20 16:13:55.245476+00:00,huurstunt,Appartement,True
Merelstraat,utrecht,25.0,850.00,2019-02-20 16:14:05.488396+00:00,huurstunt,Appartement,True
Burgemeester Schooklaan,hilversum,40.0,825.00,2019-02-23 18:03:04.182629+00:00,kamernet,Appartement,True
Jan van Scorelstraat,utrecht,27.0,920.00,2019-02-12 23:24:17.509616+00:00,parius,Apart toilet,True
Weerdsingel W.Z.,utrecht,50.0,1150.00,2019-02-12 23:25:07.250993+00:00,parius,Exclusief,True
Hoge Larenseweg,hilversum,30.0,795.00,2019-02-23 18:03:19.282823+00:00,kamernet,Studio,True
Ondiep,utrecht,80.0,1250.00,2019-01-24 08:55:35.484896+00:00,parius,Tuin,True
Pieterstraat,utrecht,38.0,1195.00,2019-01-24 08:58:48.857554+00:00,parius,Apart toilet,True
John Blankensteinstraat,amsterdam,78.0,1224.00,2019-02-16 18:05:15.497131+00:00,parius,Apart toilet,True
Potterstraat,utrecht,45.0,1200.00,2019-01-24 09:08:03.213337+00:00,parius,Vloerbedekking: Tapijt,True
Landsmeerderdijk,amsterdam,210.0,1000.00,2019-01-03 22:44:33.999328+00:00,parius,Tuin,True
Generaal Bothastraat,haarlem,40.0,800.00,2019-02-16 18:22:54.462398+00:00,parius,Exclusief,True
Transvaalstraat,haarlem,50.0,1150.00,2019-01-04 02:07:55.395953+00:00,parius,Tuin,True
2e Delistraat,utrecht,13.0,425.00,2019-01-04 20:45:06.507365+00:00,parius,Parkeergelegenheid,True
Wagendwarsstraat,utrecht,70.0,1250.00,2019-02-20 16:14:14.673983+00:00,huurstunt,Appartement,True
Lange Herenvest,haarlem,54.0,1250.00,2019-02-16 18:24:47.996505+00:00,parius,Exclusief,True
Maliesingel,utrecht,36.0,925.00,2019-01-04 20:45:40.949280+00:00,parius,Aparte douche,True
Havenstraat,hilversum,45.0,825.00,2019-02-20 16:15:17.500287+00:00,huurstunt,Appartement,True
Schapenkamp,hilversum,25.0,625.00,2019-02-16 19:13:15.275259+00:00,parius,"Prijs inclusief: Gas, Water, Electra",True
Eosstraat,amsterdam,25.0,1090.00,2019-01-01 22:40:22.837040+00:00,parius,Exclusief,True
Geuzenweg,hilversum,40.0,650.00,2019-02-16 19:14:23.433826+00:00,parius,Aparte douche,True
mt. Lincolnweg,amsterdam,54.0,900.00,2019-01-01 22:45:02.286914+00:00,parius,Exclusief,True
Huygensstraat,hilversum,22.0,525.00,2019-02-20 16:15:34.008024+00:00,huurstunt,Kamer,True
Vergierdeweg,haarlem,50.0,975.00,2019-02-16 18:26:29.588385+00:00,parius,Exclusief,True
Sandenburg,haarlem,63.0,1195.00,2019-02-07 07:34:00.642626+00:00,parius,Balkon,True
Oude Torenstraat,hilversum,60.0,1100.00,2019-02-16 19:14:45.801959+00:00,parius,Begane grond,True
Wamelstraat,amsterdam,58.0,1200.00,2019-02-21 23:43:00.730261+00:00,parius,Vloerbedekking: Laminaat,True
Geuzenweg,hilversum,30.0,610.00,2019-02-20 16:15:48.188852+00:00,huurstunt,Appartement,True
Schapenkamp,hilversum,25.0,625.00,2019-02-20 16:15:56.368067+00:00,huurstunt,Appartement,True
Oude Groenmarkt,haarlem,68.0,1150.00,2019-02-16 18:26:56.981538+00:00,parius,Tuin,True
Schapenkamp,hilversum,124.0,1050.00,2019-02-16 19:15:42.571032+00:00,parius,Exclusief,True
Biltstraat,utrecht,35.0,750.00,2019-02-05 23:05:30.625598+00:00,parius,Balkon,False
Hartingstraat,utrecht,65.0,1250.00,2019-02-16 18:46:53.675792+00:00,parius,Balkon,True
Teding van Berkhoutstraat,haarlem,80.0,1200.00,2019-02-07 07:35:51.445705+00:00,parius,Apart toilet,True
Schoterweg,haarlem,65.0,1250.00,2019-02-05 22:48:44.293465+00:00,parius,Vloerbedekking: Laminaat,True
Peerlkamplaan,hilversum,39.0,975.00,2019-02-23 18:03:25.736459+00:00,kamernet,Studio,True
Bosdrift,hilversum,68.0,1000.00,2019-02-16 19:15:09.206626+00:00,parius,Vloerbedekking: Laminaat,True
1e Spechtstraat,utrecht,30.0,850.00,2019-01-07 01:32:26.250124+00:00,parius,Berging,True
Stuijvesantstraat,haarlem,50.0,1045.00,2019-01-11 08:53:49.415784+00:00,parius,Vloerbedekking: Laminaat,False
Gierstraat,haarlem,45.0,1065.00,2019-02-05 22:50:24.514069+00:00,parius,Exclusief,True
Wittevrouwenstraat,utrecht,28.0,825.00,2019-01-24 09:02:55.002758+00:00,parius,Parkeergelegenheid,False
Oudegracht,utrecht,40.0,995.00,2019-01-24 09:02:27.526814+00:00,parius,Vloerbedekking: Hout,False
Stadhouderslaan,utrecht,45.0,1200.00,2019-01-24 09:01:30.358969+00:00,parius,Tuin,False
Soerabajastraat,haarlem,58.0,875.00,2019-02-21 23:58:08.753588+00:00,parius,Vloerbedekking: Laminaat,True
Biltstraat,utrecht,35.0,895.00,2019-01-11 09:12:43.402582+00:00,parius,Berging,False
James Wattstraat,amsterdam,25.0,917.00,2019-01-29 22:59:59.149037+00:00,parius,Vloerbedekking: Laminaat,False
John Blankensteinstraat,amsterdam,81.0,1193.00,2019-01-29 23:06:53.625276+00:00,parius,Apart toilet,False
John Blankensteinstraat,amsterdam,76.0,1163.00,2019-01-29 23:07:19.576424+00:00,parius,Apart toilet,False
John Blankensteinstraat,amsterdam,73.0,1061.00,2019-01-29 23:09:57.965486+00:00,parius,Apart toilet,False
Pieterstraat,utrecht,37.0,1195.00,2019-01-24 08:59:20.416758+00:00,parius,Apart toilet,True
Holsteynstraat,haarlem,50.0,1150.00,2019-01-07 01:16:12.491370+00:00,parius,Begane grond,False
Gedempte Voldersgracht,haarlem,40.0,975.00,2019-01-04 02:18:37.803614+00:00,parius,Aparte douche,True
Springweg,utrecht,30.0,950.00,2019-01-04 02:26:46.831192+00:00,parius,Vloerbedekking: Hout,True
Jutfaseweg,utrecht,40.0,1050.00,2019-01-24 09:17:36.801438+00:00,parius,Tuin,True
Goudriaanstraat,hilversum,25.0,650.00,2019-02-23 18:03:49.734095+00:00,kamernet,Studio,True
Mariahoek,utrecht,28.0,850.00,2019-01-04 02:22:37.071063+00:00,parius,Parkeergelegenheid,True
Wethouder Driessenstraat,amsterdam,111.0,920.00,2019-01-01 22:26:42.008927+00:00,parius,Apart toilet,True
Frans Halsstraat,amsterdam,25.0,1250.00,2019-02-07 07:18:11.067161+00:00,parius,Begane grond,True
Grensstraat,amsterdam,52.0,1050.00,2019-02-07 07:19:43.141788+00:00,parius,Balkon,True
Korte Poellaan,haarlem,51.0,1075.00,2019-02-07 07:36:21.168001+00:00,parius,Aparte douche,True
Zuider Buiten Spaarne,haarlem,56.0,1150.00,2019-02-07 07:34:56.525882+00:00,parius,Apart toilet,True
Cremerplein,haarlem,25.0,900.00,2019-02-07 07:35:28.000696+00:00,parius,Vloerbedekking: Laminaat,True
Berckheydestraat,haarlem,60.0,1250.00,2019-01-01 22:54:43.353933+00:00,parius,Exclusief,True
Europaplein,utrecht,39.0,795.00,2019-01-04 20:47:49.949227+00:00,parius,Begane grond,False
Kamperstraat,haarlem,120.0,1200.00,2019-02-07 07:36:45.594843+00:00,parius,Tuin,True
Europaplein,utrecht,50.0,1075.00,2019-02-07 07:48:29.396608+00:00,parius,Begane grond,True
Biltstraat,utrecht,39.0,1153.00,2019-02-07 07:48:57.786998+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten",True
Ripperdapark,haarlem,58.0,1095.00,2019-01-01 22:58:04.821019+00:00,parius,Exclusief,True
Europaplein,utrecht,45.0,1075.00,2019-01-04 20:47:25.349419+00:00,parius,Begane grond,True
Professor Van der Scheerstraat,haarlem,65.0,875.00,2019-01-11 08:52:53.303266+00:00,parius,Garage,True
Korte Poellaan,haarlem,55.0,1250.00,2019-02-05 22:52:48.211094+00:00,parius,Tuin,True
Berckheydestraat,haarlem,25.0,881.00,2019-02-05 22:53:13.669288+00:00,parius,Exclusief,True
Schoterweg,haarlem,50.0,1150.00,2019-02-05 22:54:32.094067+00:00,parius,Exclusief,True
Amsterdamsestraatweg,utrecht,45.0,1050.00,2019-02-05 23:02:43.735984+00:00,parius,Berging,True
Ridderschapstraat,utrecht,40.0,1050.00,2019-02-05 23:03:49.640808+00:00,parius,Apart toilet,True
Catharijnesingel,utrecht,55.0,1250.00,2019-02-05 23:04:15.230580+00:00,parius,Begane grond,True
J.M. Kemperstraat,utrecht,51.0,1000.00,2019-02-05 23:05:50.088369+00:00,parius,Exclusief,True
Mgr. van de Weteringstraat,utrecht,13.0,460.00,2019-02-05 23:09:49.182120+00:00,parius,Parkeergelegenheid,True
Brigittenstraat,utrecht,23.0,875.00,2019-02-05 23:10:17.706290+00:00,parius,Tuin,True
Havikstraat,utrecht,30.0,850.00,2019-02-07 07:49:39.572229+00:00,parius,Begane grond,True
Rhodosdreef,utrecht,81.0,750.00,2019-02-07 07:55:36.930164+00:00,parius,Apart toilet,True
Piet Heinstraat,hilversum,55.0,1195.00,2019-02-05 23:48:18.019712+00:00,parius,Tuin,True
Bogortuin,amsterdam,37.0,1250.00,2019-02-21 23:40:26.503843+00:00,parius,Garage,True
Bellevuelaan,haarlem,90.0,1190.00,2019-02-21 23:57:15.969783+00:00,parius,Apart toilet,True
Lauwerecht,utrecht,15.0,485.00,2019-02-22 00:13:13.473616+00:00,parius,Vloerbedekking: Tapijt,True
Van Brakellaan,hilversum,65.0,1250.00,2019-02-07 08:06:56.157512+00:00,parius,Berging,True
Lange Herenvest,haarlem,50.0,1250.00,2019-02-22 00:08:17.018750+00:00,parius,Tuin,True
Valutaboulevard,amsterdam,40.0,1100.00,2019-02-15 16:00:22.438230+00:00,huurwoningen,Appartement (Portiekflat),True
Kapelstraat,hilversum,44.0,700.00,2019-02-07 08:07:15.558457+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Internet",True
Dijkstraat,haarlem,35.0,1200.00,2019-02-07 23:38:56.122601+00:00,parius,Parkeergelegenheid,True
Amsterdamsestraatweg,utrecht,45.0,895.00,2019-02-22 00:15:47.432458+00:00,parius,Vloerbedekking: Laminaat,True
Oudenoord,utrecht,46.0,1200.00,2019-02-22 00:18:45.666004+00:00,parius,Parkeergelegenheid,True
Wittevrouwenstraat,utrecht,28.0,875.00,2019-02-22 00:19:38.430091+00:00,parius,Parkeergelegenheid,True
Veerstraat,hilversum,70.0,900.00,2019-02-05 23:53:52.328244+00:00,parius,Tuin,True
Spinozaweg,utrecht,46.0,1050.00,2019-02-22 00:18:25.300636+00:00,parius,Tuin,True
Abel Tasmanstraat,utrecht,18.0,650.00,2019-02-22 00:20:06.787413+00:00,parius,Parkeergelegenheid,True
Oudenoord,utrecht,46.0,1200.00,2019-02-22 00:20:31.146506+00:00,parius,Parkeergelegenheid,True
Amsterdamsestraatweg,utrecht,27.0,800.00,2019-02-07 23:53:56.338652+00:00,parius,Apart toilet,True
Biltstraat,utrecht,69.0,1250.00,2019-02-22 00:21:01.517469+00:00,parius,Apart toilet,True
Kerkstraat,utrecht,45.0,995.00,2019-02-22 00:21:28.858656+00:00,parius,Vloerbedekking: Tapijt,True
